set_id,drug_name,ndc_code,manufacturer,dosage_form,approval_type,warning_level,loinc_code,triggering_text
66ca7a94-378b-4476-8060-d9c6f82f57fc,Docusate Sodium,55289-493,"PD-Rx Pharmaceuticals, Inc.",CAPSULE,OTC Monograph Drug,silent,,
730198a5-b6d9-4fc7-b053-a7c65a93c540,Fiber Lax,55289-949,"PD-Rx Pharmaceuticals, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
bfda6547-19b2-4230-87a1-a68fbec740b4,Ibuprofen,63868-773,CHAIN DRUG MARKETING ASSOCIATION INC,"TABLET, FILM COATED",ANDA,silent,,
036f8eaa-7eb9-46f4-b42e-3c8c7e49e450,ValuMeds 24-Hour Allergy Relief,82725-1002,Cabinet Health P.B.C.,TABLET,ANDA,silent,,
05364eb4-07a1-a4d9-e063-6294a90a47e5,Tension Headache Relief,49483-373,TIME CAP LABS INC,TABLET,OTC Monograph Drug,silent,,
0face45c-af24-3559-e063-6294a90abde5,ZYRTEC Allergy,50580-786,Kenvue Brands LLC,"CAPSULE, LIQUID FILLED",ANDA,silent,,
1022767d-a456-4fbc-95cf-91337c74c330,Daytime Sinus,30142-732,Kroger Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
1e2e6e3a-b095-4d5b-86fe-61eb44a87cf0,Naproxen,46122-564,Amerisource Bergen,"TABLET, FILM COATED",ANDA,silent,,
311e2b6b-21cb-4b4c-a78d-a0732d29602f,Daytime Cold and Flu,41163-998,"United Natural Foods, Inc. dba UNFI","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
3a02af7e-7e69-45a6-97d7-ddc7d92b28b3,Ibuprofen,55319-552,Family Dollar (FAMILY WELLNESS),"CAPSULE, LIQUID FILLED",ANDA,silent,,
3bb7dc60-97b2-1291-e063-6294a90a26d9,TYLENOL Extra Strength,50580-469,Kenvue Brands LLC,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
3d6c7b10-ed05-bbde-e063-6294a90ae92f,CVS Fexofenadine Hydrochloride,51316-183,CVS Pharmacy,TABLET,ANDA,silent,,
3d711302-dc4e-0a69-e063-6394a90ade10,CVS Cetirizine Hydrochloride,51316-182,CVS Pharmacy,TABLET,ANDA,silent,,
3e87d0f3-f16c-5972-e063-6294a90acc8a,Histanaz,29978-129,"Capital Pharmaceutical, LLC",TABLET,OTC Monograph Drug,silent,,
72f933d8-cf01-4bb6-a552-e3cdb297038b,Ibuprofen Minis,55319-971,Family Dollar (FAMILY WELLNESS),"CAPSULE, LIQUID FILLED",ANDA,silent,,
815a70e4-525c-4015-8d3b-83dbb979a66f,Aspirin,79481-1570,"Meijer Distribution, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
9f971b95-47f4-4bd4-beec-2296b4c9cbdc,Diurex Water Pills,52389-406,"Kobayashi Healthcare International, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
b16a81db-d9bc-4cce-8ec2-dc189184931e,"ValuMeds Cough Relief, Dextromethorphan Hbr",82725-1010,Cabinet Health P.B.C.,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
c23ad304-a5de-454e-a135-4eb143af2381,fexofenadine hcl,71335-2165,Bryant Ranch Prepack,"TABLET, FILM COATED",ANDA,silent,,
e01be0d7-e16d-44f1-9a0c-251ff9a65d28,Ibuprofen PM,55319-197,Family Dollar (FAMILY WELLNESS),"TABLET, COATED",ANDA,silent,,
e533a008-b437-401e-ab50-bda31e6662d3,good sense aller ease,0113-0847,L. Perrigo Company,"TABLET, FILM COATED",ANDA,silent,,
ecc4c468-67af-4bd4-881b-32a9e421913d,Meijer Fiber Caplets,79481-1205,"MEIJER DISTRIBUTION, INC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
f21a59e8-e7e2-4a55-ab7a-e838c83939d9,Ibuprofen minis,63981-192,Costco Wholesale,"CAPSULE, LIQUID FILLED",ANDA,silent,,
fa33f6ef-522b-4630-9716-92371d9cd24a,Pain Reliever,0363-0519,Walgreen Company,"TABLET, COATED",OTC Monograph Drug,silent,,
b6feeada-7c47-4c3f-a39e-93959eec7ff3,Cold and Flu Relief,67091-288,"WinCo Foods, LLC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
02e3f4ce-8961-425c-98a9-3b9d66709ca5,PUBLIX,41415-021,"PUBLIX SUPER MARKETS, INC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
02e596a7-b8e5-4f55-9bc6-6d17e0fabda7,Publix,41415-116,"PUBLIX SUPER MARKETS, INC","TABLET, COATED",OTC Monograph Drug,silent,,
03eeca55-f239-4a01-a900-c1943f27a834,Publix Women,41415-121,"PUBLIX SUPER MARKETS, INC",TABLET,OTC Monograph Drug,silent,,
11112859-ef1e-4b37-9915-ba4d06a3f198,Publix Laxative,41415-114,"PUBLIX SUPER MARKETS, INC",TABLET,OTC Monograph Drug,silent,,
4227d0b7-846a-dcb0-e063-6294a90af7d7,dye-free pain relief,69452-513,Bionpharma Inc.,"CAPSULE, LIQUID FILLED",ANDA,silent,,
43745d42-f859-4168-a2dd-2c8ae47ae590,Naproxen,21130-674,"Better Living Brands, LLC","TABLET, FILM COATED",ANDA,silent,,
4517c7ef-156c-42b8-a2da-165e936f0837,Allergy Relief,41163-329,"United Natural Foods, Inc. dba UNFI","TABLET, FILM COATED",OTC Monograph Drug,silent,,
69b7f7ca-7a3a-4fe6-a9bb-90b0e6ad62c1,Banophen,0904-5551,Major Pharmaceuticals,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
88c3d23e-a0d8-4464-9414-666d74f11f66,Cetirizine,50090-7594,A-S Medication Solutions,"TABLET, FILM COATED",ANDA,silent,,
933a54d3-196d-4c5d-b26f-d18b2d2ba1df,Allergy Relief,70000-0136,"Cardinal Health 110, LLC. DBA Leader","TABLET, FILM COATED",OTC Monograph Drug,silent,,
a791d664-99fe-4cba-95cf-f49baedde326,Enteric Aspirin,63868-898,CHAIN DRUG MARKETING ASSOCIATION INC,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
d9c63e1f-c2ad-434b-8a21-7fff21b7477b,Naproxen,55319-406,Family Dollar Services Inc,"TABLET, FILM COATED",ANDA,silent,,
08e2e8b0-90b3-48d6-a72a-40688c74771a,Fiber Caplets,21130-021,SAFEWAY,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
0c94780d-e901-43fc-ad8a-80c5d61ea47b,Cold Relief,70000-0652,"Cardinal Health 110, LLC. DBA Leader","TABLET, FILM COATED",OTC Monograph Drug,silent,,
16592ad7-b7cb-0837-e063-6394a90ae059,Allergy Relief,68196-160,SAM'S WEST INC,TABLET,OTC Monograph Drug,silent,,
1eee3ed5-09f7-44a9-abc5-98336e493fe8,Stool Softener Laxative,55319-565,Family Dollar (FAMILY WELLNESS),TABLET,OTC Monograph Drug,silent,,
3d3f2e0c-e141-d49f-e063-6394a90ad0e6,equate NIGHTTIME Sleep-Aid,79903-400,WALMART INC.,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
4a9e1cbe-ffe4-462f-a86d-078a357dcf49,Sennosides,55154-2347,"Cardinal Health 107, LLC","TABLET, FILM COATED",OTC Monograph Drug,silent,,
4af8a566-5251-4d46-8692-87a3a0748334,Sanaflu Xtra,48201-001,"GRANDALL DISTRIBUTING, LLC","CAPSULE, GELATIN COATED",OTC Monograph Drug,silent,,
7fbc5e10-30c6-7f8d-1040-d48a80fe4d79,Famotidine,83324-116,Chain Drug Marketing Association INC,TABLET,ANDA,silent,,
8edec8d1-a323-436b-8329-c327438516e3,CALMADOL PAIN RELIEVER,48201-007,"GRANDALL DISTRIBUTING, LLC",TABLET,ANDA,silent,,
97561cd4-63d9-44c2-a3a3-ec668a09a4ed,Stool Softener Laxative,0904-7280,Major Pharmaceuticals,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
9be8437c-6053-4ed4-bdd2-97f556b5289e,"Cold, Flu and Sore Throat",79481-6171,"Meijer Distribution, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
9f9355f7-024a-4adc-bb4c-2d9c0dd0cb77,ASPIRIN 325 MG EC,71205-318,Proficient Rx LP,TABLET,OTC Monograph Drug,silent,,
b6205032-f5c6-494a-8b87-adbbbc3982e7,Naproxen,55319-717,Family Dollar Services Inc,"TABLET, FILM COATED",ANDA,silent,,
b622b6cb-f756-439e-8684-d45ee1ea75ab,Sinus Plus Headache,30142-466,Kroger Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
c1f9ec75-7eb2-405c-8cdc-097cbf2cf87d,Cold and Flu,79481-6170,"Meijer Distribution, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
e4324124-13f8-4450-9fd6-686bd6e25578,Cetirizine Hydrochloride,71335-9612,Bryant Ranch Prepack,"TABLET, FILM COATED",ANDA,silent,,
f2195d73-1fd5-4de2-aa5c-18741d11f4fc,Omeprazole,55319-219,Family Dollar (FAMILY WELLNESS),"TABLET, DELAYED RELEASE",ANDA,silent,,
14ef7554-36cb-4456-9ebd-93a076801a94,Daytime Cold and Flu Multi Symptom Relief,83059-0023,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
169b33f9-e559-47bf-bbba-c7eda4762c7f,Gentle Stool Softener,0363-1172,WALGREEN COMPANY,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
1afcf0c6-bd41-4621-9e44-d97b81221c12,Ibuprofen,46122-580,AMERISOURCE BERGEN,"CAPSULE, LIQUID FILLED",ANDA,silent,,
22102461-0196-4ef0-aef4-66997d74d118,Ibuprofen,83059-0082,Shield Pharmaceuticals Corp,"TABLET, COATED",ANDA,silent,,
265cf6cf-fe9e-4452-9071-e28989847c2c,ValuRx Dye Free Allergy Relief,83059-0080,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
27f5c3ae-0876-4fcf-a3d7-a2ae6b6c1759,Stomach Relief,83059-0026,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
490c1109-dad7-4135-e054-00144ff8d46c,Physicians Care Ibuprofen,0924-0075,Acme United Corporation,"TABLET, COATED",ANDA,silent,,
490e551c-0e80-3d95-e054-00144ff8d46c,Physicians Care Ibuprofen,0924-0076,Acme United Corporation,"TABLET, FILM COATED",ANDA,silent,,
625d10db-925e-443d-b362-65c83f471746,SLEEP AID,83059-0022,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
6ddf6b16-0ff3-4014-9f73-33e854397fe5,Dye Free Allergy Relief,76162-914,"Topco Associates, LLC","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
70f87e91-35c3-4a17-8f8b-40eabde11405,Severe Sinus Congestion and Pain,83059-0029,Shield Pharmaceuticals Corp,"TABLET, COATED",OTC Monograph Drug,silent,,
71b15339-2585-4fae-8445-6fbb4f0a378e,Gentle Stool Softener,0363-1179,WALGREEN COMPANY,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
765bfd9b-7a21-4315-9add-cf13007722d5,Senna S,0363-1173,Walgreens,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
772d0184-8c41-40f1-bbef-7e68692eec66,Allergy plus Sinus Headache,83059-0044,Shield Pharmaceuticals Corp,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
787bff76-0ee2-4e7e-b908-876e4a3e3bfc,Nighttime Cold and Flu Max Softgels,76162-913,"Topco Associates, LLC","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
7aec7b1b-39dc-4e99-9f92-d45af0a4a6ec,SLEEP AID,76162-911,"Company name: Topco Associates, LLC","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
8ef37bfa-ae80-4575-8394-f97ae95b4a01,Adult Long Lasting Cough Relief,83059-0027,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
93182db8-05bc-4eb5-aa14-cef58de25359,Free and Pure Allergy Relief,0363-1175,WALGREEN COMPANY,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
a13cee82-1c4e-0cbe-e053-2a95a90a3ab8,Ibuprofen,46122-593,AMERISOURCE BERGEN,"CAPSULE, LIQUID FILLED",ANDA,silent,,
aa67ea3a-2741-7ee0-e053-2a95a90a6485,Physicians Care Aspirin,0924-0105,Acme United Corporation,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
ab825826-d911-4a0f-9d5c-5ee2f242b893,Nighttime Sleep Aid,83059-0028,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
bc15fea8-0d86-4546-e053-2995a90abee3,Ibuprofen,41250-286,MEIJER DISTRIBUTION INC.,"CAPSULE, LIQUID FILLED",ANDA,silent,,
bd12f7bd-1e9b-4ad4-b584-e8d1fa81c70c,Nighttime Cold and Flu Multi Symptom Relief,83059-0024,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
c296efd0-5030-4a26-a9b0-e66423d995dc,Severe Sinus Congestion and Pain,83059-0057,Shield Pharmaceuticals Corp,"TABLET, COATED",OTC Monograph Drug,silent,,
c6297c23-3b27-c0c6-e053-2995a90a3e76,Ibuprofen,36800-193,TOP CARE (Topco Associates LLC),"CAPSULE, LIQUID FILLED",ANDA,silent,,
c7006775-bd5b-412f-963d-ce5a158216c5,PhysiciansCare Non Aspirin,0924-0123,Acme United Corporation,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
e96ec4d4-53b9-4636-a58c-1a5923a021ad,NIGHTTIME SLEEP AID,0363-1174,WALGREEN COMPANY,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
ea74e6a0-ff0f-44dc-8fdc-54c4a860c1a8,Allergy plus Sinus Headache,83059-0045,Shield Pharmaceuticals Corp,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
f7aa624b-b00c-4fd3-9965-8e4d2b3eb4ba,Pain Reliever,0363-1178,Walgreens,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
f7ebe482-cb22-4517-8463-3432cf60071d,Daytime Cold and Flu Max Maximum Strength Softgels,76162-912,"Topco Associates, LLC","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
f837c31f-24e5-a8df-e053-6394a90a0b36,Thompson Extra Strength Non-Aspirin,73408-804,Thompson,TABLET,OTC Monograph Drug,silent,,
ea7de21b-5dca-4cba-894c-3d56e2dc23e2,ValuRx Dye Free Allergy Relief,83059-0081,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
010c5c98-fc67-a9c3-e063-6394a90aa640,Extra strength Acetaminophen PM,49483-430,TIME CAP LABS INC,TABLET,OTC Monograph Drug,silent,,
16fae164-28db-8ef1-e063-6294a90ab5da,Allergy Relief,79903-491,Walmart Inc.,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
3e60b340-bd60-9318-e063-6294a90ad079,Sinus Severe,42507-219,HYVEE INC,"TABLET, COATED",OTC Monograph Drug,silent,,
3e60e32f-3e5f-b775-e063-6294a90a097d,Sinus Pressure and Pain PE,42507-320,HYVEE INC,"TABLET, COATED",OTC Monograph Drug,silent,,
3e614265-b35a-5d01-e063-6294a90aad85,Sinus and Headache,42507-223,HYVEE INC,"TABLET, COATED",OTC Monograph Drug,silent,,
3e618bc7-0f51-e586-e063-6294a90afe37,Cold plus Flu Severe,42507-163,HYVEE INC,"TABLET, COATED",OTC Monograph Drug,silent,,
3e61b5b3-ad15-01bf-e063-6394a90a6ec3,Head Congestion plus Mucus PE,42507-173,HYVEE INC,"TABLET, COATED",OTC Monograph Drug,silent,,
409540c0-1bab-9969-e063-6394a90a47c1,Cold plus Head Congestion Severe,42507-375,HYVEE INC,"TABLET, COATED",OTC Monograph Drug,silent,,
4a29dc2b-b68f-471b-a84e-4a5096aa3748,up and up gentle laxative,11673-116,Target Corporation,"TABLET, COATED",OTC Monograph Drug,silent,,
c62cc12f-5a0e-389a-e053-2995a90a208c,Ibuprofen,36800-221,TOP CARE (Topco Associates LLC),"CAPSULE, LIQUID FILLED",ANDA,silent,,
e5473950-06f4-4ea4-975b-3ac94957e776,up and up fiber therapy,11673-620,Target Corporation.,TABLET,OTC Monograph Drug,silent,,
f8237772-7656-49fb-b1de-f8fcb5fa55ee,Acetaminophen,57237-347,"Rising Pharma Holdings, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
14be3ab0-d6ae-e342-e063-6294a90ab851,Mucinex Fast-Max Severe Congestion and Cough,72854-153,RB Health (US) LLC,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
9ed710e1-47f4-4d04-a509-12c8c97c192c,Cabinet Allergy Relief Fexofenadine,82725-3002,Cabinet Health P.B.C.,TABLET,ANDA,silent,,
05e9358d-7bfe-4c16-ae50-d6a44c023698,Laxative,55910-723,"DOLGENCORP, LLC","TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
16e107f0-45a3-428f-b849-0f20a848a602,Rugby All Day Relief,0536-1093,Rugby Laboratories,"TABLET, FILM COATED",ANDA,silent,,
19c7f832-d7ec-4dcc-8aa4-f4cbf64c9ff6,Aspirin,41163-157,"United Natural Foods, Inc. dba UNFI","TABLET, FILM COATED",OTC Monograph Drug,silent,,
1de8a7f6-e7bb-437d-8794-c4b9f43b89c9,Good Sense Suphedrine,0113-0054,L. Perrigo Company,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
1ed3a4d3-629c-4d70-ac03-d0db9f77a9c8,Stool Softener,69842-887,CVS Pharmacy,TABLET,OTC Monograph Drug,silent,,
447de441-7d28-4415-81c5-4fc05622dd05,Good Sense Pain Relief,0113-0025,L. Perrigo Company,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
6c2c087c-e36d-4971-b977-d3cab6d6edee,dg health naproxen sodium pm,55910-858,Dolgencorp Inc,"TABLET, FILM COATED",ANDA,silent,,
c0769941-bcf2-4237-b70c-a79089ad5335,up and up naproxen sodium pm,11673-687,Target Corporation,"TABLET, FILM COATED",ANDA,silent,,
c7cef266-46fc-49ab-a2e7-54fc56298659,daytime,56062-417,Publix Super Markets Inc,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
e829aab0-3ef0-4149-8197-96c5ce0b31d2,SudoGest 12 Hour,0904-6754,Major Pharmaceuticals,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
00bd8490-f280-4336-b13d-0e11c0bf4586,up and up naproxen sodium,11673-368,Target Corporation,"TABLET, FILM COATED",ANDA,silent,,
1a1f41c4-5430-4cff-873e-6547dadc8779,Severe Allergy Plus Sinus Headache,49035-543,Wal-Mart Stores Inc,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
40385b89-a855-4ca2-992a-df5eb677be15,Sennosides and Docusate Sodium,55154-2578,"Cardinal Health 107, LLC",TABLET,OTC Monograph Drug,silent,,
42f0c87c-7020-4af7-9f6b-3a774137e564,DG Health Pain Relief,55910-506,Dolgencorp Inc,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
4d4a78a5-5a88-4f24-b685-c7c6bb5e989e,GOODNOW PAIN RELIEF,82501-0484,"Gobrands, Inc",TABLET,OTC Monograph Drug,silent,,
9126e680-d5ff-4189-9f9a-d797822ce670,Pain Reliever,69842-675,CVS Pharmacy,"TABLET, FILM COATED",ANDA,silent,,
93f8101c-1cf7-4cb0-9c00-c57c9f9023c8,Ibuprofen,59779-517,CVS Pharmacy,"TABLET, FILM COATED",ANDA,silent,,
b4637e18-c65f-0e81-e053-2a95a90a2284,Calcium Polycarbophil,70000-0067,"LEADER/ Cardinal Health 110, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
ff0a4054-0745-f649-e053-6394a90af904,Vicks DayQuil,69423-800,The Procter & Gamble Manufacturing Company,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
ff0bffee-9a36-8246-e053-6294a90a86c7,Vicks DayQuil,69423-803,The Procter & Gamble Manufacturing Company,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
ff3406cf-9369-e75b-e053-6394a90a8052,Vicks NyQuil,69423-804,The Procter & Gamble Manufacturing Company,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
093649a4-f968-49bd-83af-bb7e0f448ecf,Allergy plus Sinus Headache,83059-0106,Shield Pharmaceuticals Corp,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
165de5d4-58a6-4117-bca6-8a186da25e00,Bisacodyl Laxative,50804-327,"Geiss, Destin & Dunn Inc.","TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
216e5600-56b4-44b0-88b7-69adfb245802,Ibuprofen,83059-0104,Shield Pharmaceuticals Corp,"TABLET, COATED",ANDA,silent,,
29c2efc4-d297-46a0-8008-7a2fad9e8b88,Gentle Laxative,37808-327,H E B,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
3f9a2747-8afd-4898-bbfb-5f379293137e,careone esomeprazole magnesium,41520-727,American Sales Company,"CAPSULE, DELAYED RELEASE",ANDA,silent,,
40413cdb-68ac-70e1-e063-6394a90a9217,QUALITY CHOICE Maximum Strength Nighttime Cold and Flu,83324-224,"Chain Drug Marketing Association, Inc.","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
7aef00df-816a-4ea2-a2ad-beed66dd2fe4,Nasal Decongestant PE,69168-272,Allegiant Health,TABLET,OTC Monograph Drug,silent,,
fc0c7f39-a36b-4294-86ee-83116ee952f3,Laxative,83324-061,"Chain Drug Marketing Association, Inc.","TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
103de130-ef12-4c58-bbcf-234b3f3b2cbf,Severe Sinus Congestion and Pain,83059-0107,Shield Pharmaceuticals Corp,"TABLET, COATED",OTC Monograph Drug,silent,,
0759085d-6ac3-446b-ac2c-8dc30e32e1d1,GOODNOW PAIN RELIEF,82501-0604,"Gobrands, Inc","TABLET, FILM COATED",ANDA,silent,,
1a6a129f-0ee6-4700-85ac-54a4faa5c852,Extra Strength Gas Relief,83059-0108,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,set_id_not_found_or_empty,,
86ade508-8841-47d8-addb-418ecd6dc8de,GOODNOW ALLERGY RELIEF,82501-0422,"Gobrands, Inc","TABLET, FILM COATED",ANDA,silent,,
f1ce15a3-9824-4eb5-910a-39078165f385,Aspirin,63868-363,CHAIN DRUG MARKETING ASSOCIATION INC,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
60d62a23-d5e4-425c-8604-af8aabfb6ad4,Nighttime Sleep Aid,83059-0109,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
72d8e93e-d6a7-47f3-8e10-4bab34eb699a,Promolaxin,27495-012,Physicians Science & Nature Inc.,TABLET,OTC Monograph Drug,silent,,
8e93923e-d428-490f-8f68-1c0696e63ace,Adult Long Lasting Cough Relief,83059-0110,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
9ae1bcd1-30c3-40f3-87e6-633c19d72cb2,Stomach Relief,83059-0111,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
bef9e980-37b4-430d-8635-3354d578b3b8,Allergy Relief,69168-396,Allegiant Health,TABLET,ANDA,silent,,
da9d0301-ec14-40c5-b0b9-17096913a849,Ibuprofen,55910-046,"Dolgencorp, Inc.  (DOLLAR GENERAL & REXALL)","CAPSULE, LIQUID FILLED",ANDA,silent,,
eb541836-af8c-4ac7-9210-37fb06264594,Laxative,79903-096,WALMART INC.,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
10b09674-d6bd-41cd-b92c-b5b6a0fd2f5b,Buscapina,69729-130,OPMX LLC,"TABLET, COATED",OTC Monograph Drug,silent,,
20eb90a6-5a0d-462e-8a6c-7ad5872cc8e7,Daytime Cold and Flu Multi Symptom Relief,83059-0113,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
2b28e5aa-da4b-4fee-ad49-e5fd6f1c65f6,Leader 8HR Arthritis Pain Relief,70000-0736,"Cardinal Health 110, LLC. dba Leader","TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
3071238a-6b35-4da8-8305-eced56c513ce,ValuMeds All Day Allergy Cetirizine Hydrochloride,82725-1103,Cabinet Health P.B.C.,TABLET,ANDA,silent,,
435b1a31-353d-af20-e063-6294a90aa907,Tylenol PM,67751-241,Navajo Manufacturing Company Inc.,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
435e6387-1ee0-c20f-e063-6294a90adac5,TYLENOL Cold Plus Flu,67751-240,Navajo Manufacturing Company Inc.,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
4b829607-f5fb-427f-83b5-5b6b9c44ebeb,Good Neighbor Pharmacy Pain Relief,46122-312,Amerisource Bergen,"TABLET, FILM COATED",OTC Monograph Drug,silent,,
4d09d483-5f13-458d-94d3-35d4762eae52,Nighttime Cold and Flu Multi Symptom Relief,83059-0112,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
6401ff08-4cbc-43eb-b6bb-be8fedefe20b,Daytime Cold and Flu Multi Symptom Relief,83059-0114,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
9744d04d-298d-4acd-9470-db9e7f2901e7,Sinus Congestion,83324-054,"Chain Drug Marketing Association, Inc.","TABLET, FILM COATED",OTC Monograph Drug,silent,,
9a106291-edda-2135-e053-2995a90a44fd,Vicks Sinex Severe,37000-951,The Procter & Gamble Manufacturing Company,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
ce215099-91b0-43fd-8ac9-17fe6508842c,Ibuprofen,59726-046,"P & L Development, LLC","CAPSULE, LIQUID FILLED",ANDA,silent,,
fb542d45-b941-4dea-be93-168b768eae4e,SLEEP AID,83059-0115,Shield Pharmaceuticals Corp,"CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
491fae66-83b6-4beb-945b-39b9e4e021c5,Equaline all day allergy,41163-458,"United Natural Foods, Inc. dba UNFI","TABLET, FILM COATED",ANDA,silent,,
5e1484d3-5be1-40da-a3bf-fb19f7d27d45,Aspirin,0363-0227,Walgreen Company,"TABLET, DELAYED RELEASE",OTC Monograph Drug,silent,,
7a78f24b-7c23-4318-99dc-90c05db185b1,Cold and Flu,21130-598,"Safeway, Inc.","CAPSULE, LIQUID FILLED",OTC Monograph Drug,silent,,
87ab4578-84de-475d-a4b0-eec969f17253,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,51660-037,Ohm Laboratories Inc.,"TABLET, FILM COATED, EXTENDED RELEASE",ANDA,silent,,
2e31fe65-5f50-455b-99fa-c72879f43545,Pain Relief,36800-591,"Topco Associates, LLC","TABLET, COATED",OTC Monograph Drug,silent,,
6bc74cda-458c-480e-a33c-d2ba68d5e6bd,Good Sense Naproxen Sodium,0113-0901,L. Perrigo Company,"TABLET, FILM COATED",ANDA,silent,,
0d2cf481-622f-4262-b0bd-c38fe5de6721,Allergy Plus Congestion Relief,51316-485,"CVS WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","TABLET, FILM COATED",OTC Monograph Drug,silent,,
2c6d9f8c-bc74-4e1a-bd51-50f84ab63a15,berkley jensen allergy relief,68391-847,BJWC,"TABLET, FILM COATED",ANDA,silent,,
